episode,instance_id,reward,expected_reward,reward_identity_error,terminated,truncated,task_succeeded,task_failed,terminal_reason,completed_order_ratio,completed_operation_ratio,initial_progress,operation_progress,initial_preference_quality_score,preference_quality_score,flow_time_objective,reconfiguration_cost,worker_load_variance,preference_key,step_count,policy_step_count,forced_action_count,forced_action_ratio,reward_flow,reward_cost,reward_variance,reward_operation_progress,reward_quality,reward_feasibility_shaping
163,train_reconfiguration_bottleneck_1000162,0.42296711430686296,0.42296711430686296,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.577032885693137,1637.0999999999992,3840.1593434079796,10.018055555555542,d17fb47064bdfcb2,434,434,0,0.0,-1637.0999999999992,-3840.1593434079796,-10.018055555555527,1.0,-0.577032885693137,0.0
164,train_reconfiguration_bottleneck_1000163,0.43418481800419717,0.43418481800419717,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5658151819958028,1563.7999999999997,1976.887241437169,10.478888888888866,d17fb47064bdfcb2,393,393,0,0.0,-1563.7999999999997,-1976.887241437169,-10.478888888888866,1.0,-0.5658151819958028,0.0
165,train_balanced_1000164,0.6441223832528181,0.6441223832528181,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3558776167471819,662.9999999999999,703.5832463968802,16.89888888888889,d17fb47064bdfcb2,200,200,0,0.0,-662.9999999999999,-703.5832463968802,-16.89888888888889,1.0,-0.3558776167471819,0.0
166,train_balanced_1000165,0.6206361520558572,0.6206361520558572,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.37936384794414274,733.5,599.0836918508304,69.89250000000003,d17fb47064bdfcb2,215,215,0,0.0,-733.5,-599.0836918508304,-69.89250000000003,1.0,-0.37936384794414274,0.0
167,train_balanced_1000166,0.5782017924255567,0.5782017924255566,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4217982075744434,875.3999999999999,691.0218754297198,46.184722222222234,d17fb47064bdfcb2,241,241,0,0.0,-875.3999999999999,-691.0218754297198,-46.184722222222234,1.0,-0.4217982075744434,0.0
168,train_balanced_1000167,0.6199628022318662,0.6199628022318661,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.38003719776813394,735.6,321.22226656461,33.62333333333334,d17fb47064bdfcb2,186,186,0,0.0,-735.6,-321.22226656461,-33.62333333333334,1.0,-0.38003719776813394,0.0
169,train_worker_bottleneck_1000168,0.4244031830238728,0.4244031830238728,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5755968169761272,1627.499999999999,1016.1903167879299,77.35222222222221,d17fb47064bdfcb2,297,297,0,0.0,-1627.499999999999,-1016.1903167879299,-77.35222222222221,1.0,-0.5755968169761272,0.0
170,train_balanced_1000169,0.6263701847792043,0.6263701847792046,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3736298152207954,715.8000000000001,724.3760297179995,50.258055555555565,d17fb47064bdfcb2,217,217,0,0.0,-715.8000000000001,-724.3760297179995,-50.258055555555565,1.0,-0.3736298152207954,0.0
171,train_reconfiguration_bottleneck_1000170,0.5027441451254766,0.5027441451254766,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.49725585487452345,1186.8999999999999,1854.3212899276114,15.548888888888891,d17fb47064bdfcb2,381,381,0,0.0,-1186.8999999999999,-1854.3212899276114,-15.548888888888891,1.0,-0.49725585487452345,0.0
172,train_balanced_1000171,0.6498429546193002,0.6498429546193003,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3501570453806997,646.6000000000001,763.3193054710798,63.165555555555564,d17fb47064bdfcb2,197,197,0,0.0,-646.6000000000001,-763.3193054710798,-63.165555555555564,1.0,-0.3501570453806997,0.0
173,train_easy_1000172,0.6808124361738339,0.6808124361738341,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.31918756382616587,562.6000000000001,525.6629861856702,22.21472222222222,d17fb47064bdfcb2,195,195,0,0.0,-562.6000000000001,-525.6629861856702,-22.21472222222222,1.0,-0.31918756382616587,0.0
174,train_reconfiguration_bottleneck_1000173,-0.012499999999999956,-0.012499999999999956,0.0,False,True,False,True,unrecoverable_deadlock,0.9375,0.9861111111111112,0.0,0.9875,0.0,1.0,1825.6000000000001,2862.443858459979,34.14916666666667,d17fb47064bdfcb2,391,391,0,0.0,-1825.6000000000001,-2862.443858459979,-34.14916666666667,0.9875,-1.0,0.0
175,train_balanced_1000174,0.5646793092089784,0.5646793092089784,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4353206907910216,925.1,665.4371616961802,61.91472222222223,d17fb47064bdfcb2,253,253,0,0.0,-925.1,-665.4371616961802,-61.91472222222223,1.0,-0.4353206907910216,0.0
176,train_balanced_1000175,0.6734384645603009,0.6734384645603009,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3265615354396991,581.8999999999999,412.3240622567601,23.94805555555556,d17fb47064bdfcb2,163,163,0,0.0,-581.8999999999999,-412.3240622567601,-23.94805555555556,1.0,-0.3265615354396991,0.0
177,train_reconfiguration_bottleneck_1000176,0.4244181933932234,0.4244181933932234,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5755818066067766,1627.4,1922.7661024034,4.551388888888899,d17fb47064bdfcb2,379,379,0,0.0,-1627.4,-1922.7661024034,-4.551388888888902,1.0,-0.5755818066067766,0.0
178,train_balanced_1000177,0.5755671734855388,0.575567173485539,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.42443282651446107,884.8999999999997,960.6739203301396,51.51138888888889,d17fb47064bdfcb2,248,248,0,0.0,-884.8999999999997,-960.6739203301396,-51.51138888888889,1.0,-0.42443282651446107,0.0
179,train_fatigue_bottleneck_1000178,0.4508058153950185,0.4508058153950185,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5491941846049815,1461.9000000000005,1106.5996685740001,30.194722222222254,d17fb47064bdfcb2,330,330,0,0.0,-1461.9000000000005,-1106.5996685740001,-30.194722222222254,1.0,-0.5491941846049815,0.0
180,train_balanced_1000179,0.644364495516297,0.644364495516297,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.35563550448370296,662.3000000000001,256.20616939167,9.708055555555555,d17fb47064bdfcb2,168,168,0,0.0,-662.3000000000001,-256.20616939167,-9.708055555555553,1.0,-0.35563550448370296,0.0
181,train_balanced_1000180,0.6536659766859136,0.6536659766859135,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.34633402331408647,635.8,537.7983195874702,20.51,d17fb47064bdfcb2,175,175,0,0.0,-635.8,-537.7983195874702,-20.51,1.0,-0.34633402331408647,0.0
182,train_easy_1000181,0.7074220361964276,0.7074220361964276,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.29257796380357237,496.2999999999999,312.75729118201,27.82138888888889,d17fb47064bdfcb2,156,156,0,0.0,-496.2999999999999,-312.75729118201,-27.82138888888889,1.0,-0.29257796380357237,0.0
183,train_worker_bottleneck_1000182,0.4456162501392551,0.4456162501392551,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5543837498607449,1492.8999999999996,999.0892895994696,44.30250000000001,d17fb47064bdfcb2,284,284,0,0.0,-1492.8999999999996,-999.0892895994696,-44.30250000000001,1.0,-0.5543837498607449,0.0
184,train_machine_bottleneck_1000183,0.4674171308378453,0.4674171308378453,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5325828691621547,1367.2999999999997,1069.947655636021,150.56222222222223,d17fb47064bdfcb2,302,302,0,0.0,-1367.2999999999997,-1069.947655636021,-150.56222222222223,1.0,-0.5325828691621547,0.0
185,train_easy_1000184,0.7167602436984832,0.716760243698483,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.28323975630151704,474.1999999999999,512.2145421482802,71.34555555555555,d17fb47064bdfcb2,165,165,0,0.0,-474.1999999999999,-512.2145421482802,-71.34555555555555,1.0,-0.28323975630151704,0.0
186,train_easy_1000185,0.7114483903480171,0.7114483903480169,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.2885516096519832,486.69999999999993,416.17918898006025,26.28916666666667,d17fb47064bdfcb2,164,164,0,0.0,-486.69999999999993,-416.17918898006025,-26.28916666666667,1.0,-0.2885516096519832,0.0
187,train_balanced_1000186,0.6518904823989571,0.651890482398957,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.34810951760104303,640.8,591.4188035431902,63.58138888888888,d17fb47064bdfcb2,197,197,0,0.0,-640.8,-591.4188035431902,-63.58138888888888,1.0,-0.34810951760104303,0.0
188,train_reconfiguration_bottleneck_1000187,0.43741342859225785,0.43741342859225785,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5625865714077422,1543.3999999999996,2302.404405763229,19.381388888888893,d17fb47064bdfcb2,425,425,0,0.0,-1543.3999999999996,-2302.404405763229,-19.381388888888893,1.0,-0.5625865714077422,0.0
189,train_balanced_1000188,0.5716191111322823,0.5716191111322823,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.42838088886771775,899.3,775.3878402556797,4.608055555555557,d17fb47064bdfcb2,267,267,0,0.0,-899.3,-775.3878402556797,-4.608055555555558,1.0,-0.42838088886771775,0.0
190,train_balanced_1000189,0.6349206349206349,0.6349206349206349,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3650793650793651,690.0000000000002,564.4804410309299,33.4288888888889,d17fb47064bdfcb2,203,203,0,0.0,-690.0000000000002,-564.4804410309299,-33.4288888888889,1.0,-0.3650793650793651,0.0
191,train_balanced_1000190,0.5780625270966808,0.578062527096681,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.42193747290331896,875.8999999999997,790.6422436247606,57.76472222222222,d17fb47064bdfcb2,264,264,0,0.0,-875.8999999999997,-790.6422436247606,-57.76472222222222,1.0,-0.42193747290331896,0.0
192,train_balanced_1000191,0.5836008170411439,0.583600817041144,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.41639918295885603,856.1999999999997,505.88937528849016,63.52916666666665,d17fb47064bdfcb2,228,228,0,0.0,-856.1999999999997,-505.88937528849016,-63.52916666666665,1.0,-0.41639918295885603,0.0
193,train_easy_1000192,0.7168887030288553,0.7168887030288548,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.28311129697114523,473.90000000000003,404.23406350873,32.2388888888889,d17fb47064bdfcb2,159,159,0,0.0,-473.90000000000003,-404.23406350873,-32.2388888888889,1.0,-0.28311129697114523,0.0
194,train_high_arrival_pressure_1000193,0.4648100089088586,0.4648100089088586,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5351899910911414,1381.6999999999998,715.6106502877003,66.78472222222224,d17fb47064bdfcb2,265,265,0,0.0,-1381.6999999999998,-715.6106502877003,-66.78472222222224,1.0,-0.5351899910911414,0.0
195,train_easy_1000194,0.7171457598756945,0.7171457598756947,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.28285424012430527,473.30000000000007,347.52442033519,39.66555555555554,d17fb47064bdfcb2,152,152,0,0.0,-473.30000000000007,-347.52442033519,-39.66555555555554,1.0,-0.28285424012430527,0.0
196,train_balanced_1000195,0.6175380815150269,0.6175380815150269,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3824619184849732,743.1999999999998,797.0774320258205,102.41333333333336,d17fb47064bdfcb2,230,230,0,0.0,-743.1999999999998,-797.0774320258205,-102.41333333333336,1.0,-0.3824619184849732,0.0
197,train_balanced_1000196,0.6235061831029829,0.6235061831029824,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3764938168970175,724.5999999999998,460.28320616899,6.57888888888889,d17fb47064bdfcb2,185,185,0,0.0,-724.5999999999998,-460.28320616899,-6.57888888888889,1.0,-0.3764938168970175,0.0
198,train_balanced_1000197,0.6457167455876022,0.6457167455876023,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3542832544123977,658.4000000000001,447.76637908606,23.099166666666672,d17fb47064bdfcb2,176,176,0,0.0,-658.4000000000001,-447.76637908606,-23.099166666666672,1.0,-0.3542832544123977,0.0
199,train_balanced_1000198,0.6236033882450761,0.6236033882450762,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.37639661175492384,724.3,590.9817116728699,64.60222222222221,d17fb47064bdfcb2,223,223,0,0.0,-724.3,-590.9817116728699,-64.60222222222221,1.0,-0.37639661175492384,0.0
200,train_balanced_1000199,0.6186842647968653,0.6186842647968654,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.38131573520313455,739.5999999999997,632.3296517720199,85.99222222222221,d17fb47064bdfcb2,208,208,0,0.0,-739.5999999999997,-632.3296517720199,-85.99222222222221,1.0,-0.38131573520313455,0.0
201,train_easy_1000200,0.7231093702922566,0.7231093702922567,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.27689062970774325,459.4999999999999,358.33626856001996,17.14916666666667,d17fb47064bdfcb2,136,136,0,0.0,-459.4999999999999,-358.33626856001996,-17.14916666666667,1.0,-0.27689062970774325,0.0
202,train_easy_1000201,0.697147504792889,0.697147504792889,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.30285249520711105,521.3000000000003,327.37107709754014,24.9788888888889,d17fb47064bdfcb2,149,149,0,0.0,-521.3000000000003,-327.37107709754014,-24.9788888888889,1.0,-0.30285249520711105,0.0
203,train_balanced_1000202,0.610593802472905,0.6105938024729051,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.38940619752709493,765.2999999999997,518.1677508730601,18.931388888888893,d17fb47064bdfcb2,210,210,0,0.0,-765.2999999999997,-518.1677508730601,-18.931388888888893,1.0,-0.38940619752709493,0.0
204,train_fatigue_bottleneck_1000203,0.42002100105005247,0.42002100105005247,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5799789989499475,1657.0000000000005,1786.011424423971,20.128888888888905,d17fb47064bdfcb2,365,365,0,0.0,-1657.0000000000005,-1786.011424423971,-20.128888888888905,1.0,-0.5799789989499475,0.0
205,train_machine_bottleneck_1000204,0.4857906242409522,0.4857906242409522,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5142093757590478,1270.1999999999998,883.4948691923504,85.86888888888889,d17fb47064bdfcb2,303,303,0,0.0,-1270.1999999999998,-883.4948691923504,-85.86888888888889,1.0,-0.5142093757590478,0.0
206,train_easy_1000205,0.685048809727693,0.685048809727693,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.31495119027230695,551.7000000000002,502.94312667324004,24.722222222222218,d17fb47064bdfcb2,186,186,0,0.0,-551.7000000000002,-502.94312667324004,-24.722222222222218,1.0,-0.31495119027230695,0.0
207,train_easy_1000206,0.7099751508697194,0.7099751508697195,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.2900248491302805,490.2000000000001,277.68449883030996,14.0625,d17fb47064bdfcb2,151,151,0,0.0,-490.2000000000001,-277.68449883030996,-14.0625,1.0,-0.2900248491302805,0.0
208,train_balanced_1000207,0.6161745827984593,0.6161745827984595,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3838254172015405,747.5000000000001,774.1639297263404,56.964722222222235,d17fb47064bdfcb2,239,239,0,0.0,-747.5000000000001,-774.1639297263404,-56.964722222222235,1.0,-0.3838254172015405,0.0
209,train_balanced_1000208,0.6408202499198975,0.6408202499198974,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3591797500801026,672.6000000000003,467.79549644848987,55.71666666666666,d17fb47064bdfcb2,176,176,0,0.0,-672.6000000000003,-467.79549644848987,-55.71666666666666,1.0,-0.3591797500801026,0.0
210,train_balanced_1000209,0.6063362134303472,0.6063362134303472,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.39366378656965284,779.1000000000001,653.0274184635997,64.40222222222222,d17fb47064bdfcb2,221,221,0,0.0,-779.1000000000001,-653.0274184635997,-64.40222222222222,1.0,-0.39366378656965284,0.0
211,train_high_arrival_pressure_1000210,0.4751910664079516,0.4751910664079516,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5248089335920484,1325.2999999999995,579.5957214696704,79.05555555555556,d17fb47064bdfcb2,249,249,0,0.0,-1325.2999999999995,-579.5957214696704,-79.05555555555556,1.0,-0.5248089335920484,0.0
212,train_balanced_1000211,-0.013333333333332975,-0.013333333333333308,0.0,False,True,False,True,unrecoverable_deadlock,0.9333333333333333,0.9830508474576272,0.0,0.9866666666666667,0.0,1.0,980.6,466.17499425728994,5.098055555555557,d17fb47064bdfcb2,192,192,0,0.0,-980.6,-466.17499425728994,-5.098055555555558,0.9866666666666667,-1.0,0.0
213,train_balanced_1000212,0.5746025665581305,0.5746025665581306,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4253974334418694,888.4000000000001,1203.2237405351095,109.54555555555554,d17fb47064bdfcb2,272,272,0,0.0,-888.4000000000001,-1203.2237405351095,-109.54555555555554,1.0,-0.4253974334418694,0.0
214,train_balanced_1000213,0.5467717683510276,0.5467717683510276,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.45322823164897236,994.6999999999995,1101.51122611709,126.37805555555559,d17fb47064bdfcb2,287,287,0,0.0,-994.6999999999995,-1101.51122611709,-126.37805555555559,1.0,-0.45322823164897236,0.0
215,train_worker_bottleneck_1000214,0.4263180332528067,0.4263180332528067,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5736819667471933,1614.8000000000002,1630.2380356756596,5.438888888888893,d17fb47064bdfcb2,374,374,0,0.0,-1614.8000000000002,-1630.2380356756596,-5.438888888888892,1.0,-0.5736819667471933,0.0
216,train_balanced_1000215,0.6636434022785092,0.663643402278509,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.33635659772149096,608.1999999999999,309.45120015142,10.21888888888889,d17fb47064bdfcb2,159,159,0,0.0,-608.1999999999999,-309.45120015142,-10.21888888888889,1.0,-0.33635659772149096,0.0
217,train_balanced_1000216,0.6277792309704422,0.6277792309704421,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3722207690295579,711.5000000000001,567.4138920451301,48.231388888888894,d17fb47064bdfcb2,193,193,0,0.0,-711.5000000000001,-567.4138920451301,-48.231388888888894,1.0,-0.3722207690295579,0.0
218,train_balanced_1000217,0.6177288170493151,0.6177288170493154,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3822711829506847,742.6,705.7938768292497,84.6255555555556,d17fb47064bdfcb2,213,213,0,0.0,-742.6,-705.7938768292497,-84.6255555555556,1.0,-0.3822711829506847,0.0
219,train_machine_bottleneck_1000218,0.4807499699531269,0.4807499699531269,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5192500300468731,1296.1,795.2655459396897,47.978888888888896,d17fb47064bdfcb2,279,279,0,0.0,-1296.1,-795.2655459396897,-47.978888888888896,1.0,-0.5192500300468731,0.0
220,train_easy_1000219,0.6920016146704342,0.6920016146704343,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3079983853295657,534.0999999999999,495.3917938399201,95.12555555555558,d17fb47064bdfcb2,184,184,0,0.0,-534.0999999999999,-495.3917938399201,-95.12555555555558,1.0,-0.3079983853295657,0.0
221,train_reconfiguration_bottleneck_1000220,0.49208562289838453,0.49208562289838453,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5079143771016155,1238.5999999999995,1394.0826125127808,0.32999999999999824,d17fb47064bdfcb2,349,349,0,0.0,-1238.5999999999995,-1394.0826125127808,-0.3299999999999983,1.0,-0.5079143771016155,0.0
222,train_reconfiguration_bottleneck_1000221,-0.06666666666666665,-0.06666666666666665,0.0,False,True,False,True,unrecoverable_deadlock,0.8333333333333334,0.9358974358974359,0.0,0.9333333333333333,0.0,1.0,2445.2999999999993,2720.5910275109018,14.24805555555555,d17fb47064bdfcb2,394,394,0,0.0,-2445.2999999999993,-2720.5910275109018,-14.24805555555555,0.9333333333333333,-1.0,0.0
223,train_high_arrival_pressure_1000222,0.4626595211473956,0.4626595211473956,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5373404788526044,1393.7,574.36172544647,87.77888888888891,d17fb47064bdfcb2,239,239,0,0.0,-1393.7,-574.36172544647,-87.77888888888893,1.0,-0.5373404788526044,0.0
224,train_balanced_1000223,0.6242846738112582,0.624284673811258,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3757153261887421,722.1999999999999,534.8165302378001,54.653333333333364,d17fb47064bdfcb2,210,210,0,0.0,-722.1999999999999,-534.8165302378001,-54.653333333333364,1.0,-0.3757153261887421,0.0
225,train_reconfiguration_bottleneck_1000224,-0.033333333333333326,-0.033333333333333326,0.0,False,True,False,True,unrecoverable_deadlock,0.9333333333333333,0.9692307692307692,0.0,0.9666666666666667,0.0,1.0,1588.1000000000006,2268.29522332704,14.992222222222225,d17fb47064bdfcb2,372,372,0,0.0,-1588.1000000000006,-2268.29522332704,-14.992222222222223,0.9666666666666667,-1.0,0.0
226,train_balanced_1000225,0.6832156684126625,0.6832156684126622,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.31678433158733776,556.4000000000001,293.86807230305004,10.289166666666672,d17fb47064bdfcb2,159,159,0,0.0,-556.4000000000001,-293.86807230305004,-10.289166666666672,1.0,-0.31678433158733776,0.0
227,train_machine_bottleneck_1000226,0.4791949524798339,0.4791949524798339,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5208050475201661,1304.2,764.1571959766098,97.80000000000003,d17fb47064bdfcb2,269,269,0,0.0,-1304.2,-764.1571959766098,-97.80000000000003,1.0,-0.5208050475201661,0.0
228,train_balanced_1000227,0.6568504023208717,0.6568504023208714,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3431495976791286,626.9000000000001,640.9104212456997,124.81805555555553,d17fb47064bdfcb2,184,184,0,0.0,-626.9000000000001,-640.9104212456997,-124.81805555555553,1.0,-0.3431495976791286,0.0
229,train_fatigue_bottleneck_1000228,0.38338658146964855,0.38338658146964855,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.6166134185303515,1930.0,1698.84805300471,2.321388888888892,d17fb47064bdfcb2,386,386,0,0.0,-1930.0,-1698.84805300471,-2.321388888888892,1.0,-0.6166134185303515,0.0
230,train_fatigue_bottleneck_1000229,0.42553191489361697,0.42553191489361697,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.574468085106383,1620.0000000000005,3049.08149584977,4.825833333333335,d17fb47064bdfcb2,360,360,0,0.0,-1620.0000000000005,-3049.08149584977,-4.825833333333335,1.0,-0.574468085106383,0.0
231,train_high_arrival_pressure_1000230,0.43870873395971177,0.43870873395971177,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5612912660402882,1535.3000000000004,866.0819386949398,17.72472222222223,d17fb47064bdfcb2,278,278,0,0.0,-1535.3000000000004,-866.0819386949398,-17.72472222222223,1.0,-0.5612912660402882,0.0
232,train_easy_1000231,0.6867345770859565,0.6867345770859563,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3132654229140437,547.4,557.1051009936901,66.47472222222224,d17fb47064bdfcb2,189,189,0,0.0,-547.4,-557.1051009936901,-66.47472222222224,1.0,-0.3132654229140437,0.0
233,train_fatigue_bottleneck_1000232,0.35567147811138444,0.35567147811138444,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.6443285218886156,2173.9,1572.65221915596,25.428888888888874,d17fb47064bdfcb2,376,376,0,0.0,-2173.9,-1572.65221915596,-25.428888888888874,1.0,-0.6443285218886156,0.0
234,train_balanced_1000233,0.6291616421118857,0.629161642111886,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.370838357888114,707.2999999999998,692.4805561752697,54.0288888888889,d17fb47064bdfcb2,227,227,0,0.0,-707.2999999999998,-692.4805561752697,-54.0288888888889,1.0,-0.370838357888114,0.0
235,train_easy_1000234,0.7107741515133565,0.7107741515133565,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.2892258484866434,488.30000000000007,292.76526298504,25.81555555555556,d17fb47064bdfcb2,152,152,0,0.0,-488.30000000000007,-292.76526298504,-25.81555555555556,1.0,-0.2892258484866434,0.0
236,train_balanced_1000235,0.557232412351985,0.5572324123519851,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.44276758764801494,953.5000000000001,881.2864888825603,106.06888888888886,d17fb47064bdfcb2,288,288,0,0.0,-953.5000000000001,-881.2864888825603,-106.06888888888886,1.0,-0.44276758764801494,0.0
237,train_balanced_1000236,0.6395224898742273,0.6395224898742273,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.36047751012577267,676.3999999999997,259.48494675571004,2.238055555555555,d17fb47064bdfcb2,167,167,0,0.0,-676.3999999999997,-259.48494675571004,-2.238055555555555,1.0,-0.36047751012577267,0.0
238,train_balanced_1000237,0.6074104069649725,0.6074104069649726,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3925895930350274,775.6,604.91447925833,83.25916666666667,d17fb47064bdfcb2,219,219,0,0.0,-775.6,-604.91447925833,-83.25916666666667,1.0,-0.3925895930350274,0.0
239,train_high_arrival_pressure_1000238,0.4486652209676214,0.4486652209676214,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5513347790323786,1474.6000000000001,502.50064757995995,10.196666666666667,d17fb47064bdfcb2,237,237,0,0.0,-1474.6000000000001,-502.50064757995995,-10.196666666666667,1.0,-0.5513347790323786,0.0
240,train_balanced_1000239,0.6126512482769183,0.6126512482769184,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3873487517230816,758.6999999999999,542.4400946553202,29.932500000000005,d17fb47064bdfcb2,212,212,0,0.0,-758.6999999999999,-542.4400946553202,-29.932500000000005,1.0,-0.3873487517230816,0.0
241,train_balanced_1000240,0.6446067898581864,0.6446067898581865,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.35539321014181346,661.5999999999999,439.3858125460198,5.312222222222225,d17fb47064bdfcb2,171,171,0,0.0,-661.5999999999999,-439.3858125460198,-5.312222222222225,1.0,-0.35539321014181346,0.0
242,train_balanced_1000241,0.6365034742481299,0.6365034742481301,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3634965257518698,685.3000000000002,538.85468811751,40.802222222222234,d17fb47064bdfcb2,191,191,0,0.0,-685.3000000000002,-538.85468811751,-40.802222222222234,1.0,-0.3634965257518698,0.0
243,train_easy_1000242,0.7074220361964276,0.7074220361964275,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.2925779638035725,496.30000000000007,427.87971378796976,12.829166666666667,d17fb47064bdfcb2,162,162,0,0.0,-496.30000000000007,-427.87971378796976,-12.829166666666667,1.0,-0.2925779638035725,0.0
244,train_worker_bottleneck_1000243,0.47374654559810503,0.47374654559810503,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.526253454401895,1333.0,893.2731417326398,18.729166666666675,d17fb47064bdfcb2,300,300,0,0.0,-1333.0,-893.2731417326398,-18.729166666666675,1.0,-0.526253454401895,0.0
